#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
21965.0   6 2015   12    43.428568372     1.497020544   250.429200000   -0.222    0.182   -3.026    2.473    3.148    5.214    1.458    1.315    0.630    0.805    1.039
21970.0   6 2015   12    43.428570469     1.497020173   249.269700000   -0.252    0.415   -4.185    2.472    3.149    5.214    1.458    1.315    0.630    0.805    1.039
21975.0   6 2015   12    43.428572564     1.497017399   250.132900000   -0.476    0.648   -3.322    2.471    3.149    5.213    1.458    1.315    0.630    0.805    1.039
21980.0   6 2015   12    43.428568580     1.497021353   250.071800000   -0.156    0.205   -3.383    2.470    3.150    5.213    1.458    1.315    0.630    0.805    1.039
21985.0   6 2015   12    43.428571410     1.497016836   250.465100000   -0.522    0.520   -2.990    2.470    3.150    5.213    1.458    1.315    0.630    0.805    1.039
21990.0   6 2015   12    43.428574076     1.497011016   251.445000000   -0.993    0.816   -2.010    2.469    3.151    5.213    1.458    1.315    0.630    0.805    1.039
21995.0   6 2015   12    43.428570576     1.497017791   250.264400000   -0.445    0.427   -3.191    2.468    3.152    5.213    1.458    1.315    0.630    0.805    1.039
22000.0   6 2015   12    43.428572083     1.497019215   250.172900000   -0.329    0.594   -3.282    2.468    3.152    5.213    1.458    1.315    0.630    0.805    1.039
22005.0   6 2015   12    43.428569565     1.497019607   250.320200000   -0.297    0.315   -3.135    2.467    3.153    5.213    1.458    1.315    0.630    0.805    1.039
22010.0   6 2015   12    43.428567731     1.497019880   250.437700000   -0.275    0.111   -3.017    2.466    3.154    5.212    1.458    1.315    0.630    0.805    1.039
22015.0   6 2015   12    43.428570653     1.497020802   249.899800000   -0.201    0.435   -3.555    2.466    3.154    5.212    1.458    1.315    0.630    0.805    1.039
22020.0   6 2015   12    43.428567535     1.497021041   250.563700000   -0.181    0.089   -2.891    2.465    3.155    5.212    1.457    1.314    0.630    0.805    1.039
22025.0   6 2015   12    43.428569200     1.497022719   250.269500000   -0.045    0.274   -3.186    2.464    3.155    5.212    1.457    1.314    0.629    0.805    1.039
22030.0   6 2015   12    43.428568117     1.497024387   250.472200000    0.090    0.154   -2.983    2.463    3.156    5.212    1.457    1.314    0.629    0.805    1.039
22035.0   6 2015   12    43.428566494     1.497019035   250.322300000   -0.344   -0.026   -3.133    2.463    3.156    5.212    1.457    1.314    0.629    0.805    1.039
22040.0   6 2015   12    43.428569040     1.497018200   251.551000000   -0.411    0.256   -1.904    2.462    3.157    5.211    1.457    1.314    0.629    0.805    1.039
22045.0   6 2015   12    43.428569371     1.497019633   250.203500000   -0.295    0.293   -3.252    2.461    3.158    5.211    1.457    1.314    0.629    0.805    1.039
22050.0   6 2015   12    43.428566524     1.497017854   250.614200000   -0.439   -0.023   -2.841    2.461    3.158    5.211    1.457    1.314    0.629    0.805    1.038
22055.0   6 2015   12    43.428564536     1.497022263   250.224600000   -0.082   -0.244   -3.230    2.460    3.159    5.211    1.457    1.314    0.629    0.805    1.038
22060.0   6 2015   12    43.428563617     1.497023117   251.240400000   -0.013   -0.346   -2.215    2.459    3.159    5.210    1.457    1.314    0.629    0.805    1.038
22065.0   6 2015   12    43.428566707     1.497018518   250.400600000   -0.386   -0.003   -3.054    2.459    3.160    5.210    1.457    1.314    0.629    0.805    1.038
22070.0   6 2015   12    43.428564951     1.497017581   250.220400000   -0.462   -0.198   -3.235    2.458    3.161    5.210    1.457    1.314    0.629    0.805    1.038
22075.0   6 2015   12    43.428568289     1.497013470   251.051600000   -0.794    0.173   -2.403    2.457    3.161    5.210    1.457    1.314    0.629    0.805    1.038
22080.0   6 2015   12    43.428569114     1.497017041   250.151100000   -0.505    0.265   -3.304    2.457    3.162    5.210    1.457    1.314    0.629    0.805    1.038
22085.0   6 2015   12    43.428566914     1.497015771   251.049000000   -0.608    0.020   -2.406    2.456    3.163    5.209    1.457    1.314    0.629    0.805    1.038
22090.0   6 2015   12    43.428569980     1.497014808   251.144200000   -0.686    0.361   -2.311    2.455    3.163    5.209    1.457    1.314    0.629    0.805    1.038
22095.0   6 2015   12    43.428565948     1.497016791   250.568700000   -0.526   -0.087   -2.886    2.454    3.164    5.209    1.457    1.314    0.629    0.805    1.038
22100.0   6 2015   12    43.428568013     1.497010512   250.965500000   -1.034    0.142   -2.490    2.454    3.164    5.208    1.457    1.314    0.629    0.805    1.038
22105.0   6 2015   12    43.428569747     1.497018686   249.856300000   -0.372    0.335   -3.599    2.453    3.165    5.208    1.457    1.314    0.629    0.805    1.038
22110.0   6 2015   12    43.428571884     1.497017232   250.157400000   -0.490    0.572   -3.298    2.453    3.166    5.208    1.456    1.314    0.629    0.805    1.038
22115.0   6 2015   12    43.428565955     1.497016623   250.742700000   -0.539   -0.086   -2.712    2.452    3.166    5.208    1.456    1.314    0.629    0.805    1.038
22120.0   6 2015   12    43.428568994     1.497014454   250.616000000   -0.715    0.251   -2.839    2.451    3.167    5.207    1.456    1.314    0.628    0.805    1.038
22125.0   6 2015   12    43.428570471     1.497015170   251.002800000   -0.657    0.415   -2.452    2.450    3.167    5.207    1.456    1.314    0.628    0.805    1.038
22130.0   6 2015   12    43.428571584     1.497010879   250.888300000   -1.004    0.539   -2.567    2.450    3.168    5.207    1.456    1.314    0.628    0.805    1.038
22135.0   6 2015   12    43.428572686     1.497016470   250.306300000   -0.551    0.661   -3.149    2.449    3.168    5.206    1.456    1.314    0.628    0.805    1.038
22140.0   6 2015   12    43.428567085     1.497011867   251.275300000   -0.924    0.039   -2.180    2.448    3.169    5.206    1.456    1.314    0.628    0.805    1.038
22145.0   6 2015   12    43.428568547     1.497015867   250.754900000   -0.600    0.202   -2.700    2.448    3.170    5.206    1.456    1.314    0.628    0.805    1.038
22150.0   6 2015   12    43.428569277     1.497017202   249.860300000   -0.492    0.283   -3.595    2.447    3.170    5.205    1.456    1.313    0.628    0.806    1.038
22155.0   6 2015   12    43.428568147     1.497014138   250.998100000   -0.740    0.157   -2.457    2.446    3.171    5.205    1.456    1.313    0.628    0.806    1.038
22160.0   6 2015   12    43.428568761     1.497013805   250.853800000   -0.767    0.225   -2.601    2.446    3.171    5.205    1.456    1.313    0.628    0.806    1.037
22165.0   6 2015   12    43.428569608     1.497016922   251.155600000   -0.515    0.320   -2.299    2.445    3.172    5.204    1.456    1.313    0.628    0.806    1.037
22170.0   6 2015   12    43.428567685     1.497015141   250.759600000   -0.659    0.106   -2.696    2.444    3.173    5.204    1.456    1.313    0.628    0.806    1.037
22175.0   6 2015   12    43.428574417     1.497016823   251.197100000   -0.523    0.854   -2.258    2.444    3.173    5.204    1.456    1.313    0.628    0.806    1.037
22180.0   6 2015   12    43.428577014     1.497009488   251.264500000   -1.117    1.142   -2.191    2.443    3.174    5.203    1.456    1.313    0.628    0.806    1.037
22185.0   6 2015   12    43.428569284     1.497016426   250.864100000   -0.555    0.283   -2.591    2.442    3.174    5.203    1.456    1.313    0.628    0.806    1.037
22190.0   6 2015   12    43.428569409     1.497012380   252.362400000   -0.883    0.297   -1.093    2.442    3.175    5.202    1.455    1.313    0.628    0.806    1.037
22195.0   6 2015   12    43.428573890     1.497016339   251.465300000   -0.562    0.795   -1.990    2.441    3.176    5.202    1.455    1.313    0.627    0.806    1.037
22200.0   6 2015   12    43.428569998     1.497017232   251.000900000   -0.490    0.363   -2.454    2.440    3.176    5.202    1.455    1.313    0.627    0.806    1.037
22205.0   6 2015   12    43.428570431     1.497012704   251.542600000   -0.857    0.411   -1.912    2.440    3.177    5.201    1.455    1.313    0.627    0.806    1.037
22210.0   6 2015   12    43.428575739     1.497016501   251.581800000   -0.549    1.001   -1.873    2.439    3.177    5.201    1.455    1.313    0.627    0.806    1.037
22215.0   6 2015   12    43.428574536     1.497013227   251.727700000   -0.814    0.867   -1.727    2.438    3.178    5.201    1.455    1.313    0.627    0.806    1.037
22220.0   6 2015   12    43.428572153     1.497017186   250.758300000   -0.494    0.602   -2.697    2.438    3.179    5.200    1.455    1.313    0.627    0.806    1.037
22225.0   6 2015   12    43.428573638     1.497014687   251.577100000   -0.696    0.767   -1.878    2.437    3.179    5.200    1.455    1.313    0.627    0.806    1.036
22230.0   6 2015   12    43.428570976     1.497016432   250.709600000   -0.555    0.471   -2.745    2.436    3.180    5.199    1.455    1.313    0.627    0.806    1.036
22235.0   6 2015   12    43.428572207     1.497017847   250.762900000   -0.440    0.608   -2.692    2.436    3.180    5.199    1.455    1.313    0.627    0.806    1.036
22240.0   6 2015   12    43.428572908     1.497014659   251.225200000   -0.698    0.686   -2.230    2.435    3.181    5.199    1.455    1.313    0.627    0.806    1.036
22245.0   6 2015   12    43.428573724     1.497012664   251.410800000   -0.860    0.777   -2.044    2.434    3.182    5.198    1.454    1.312    0.627    0.806    1.036
22250.0   6 2015   12    43.428574769     1.497018558   250.671600000   -0.383    0.893   -2.783    2.434    3.182    5.198    1.454    1.312    0.627    0.806    1.036
22255.0   6 2015   12    43.428573209     1.497009500   251.666700000   -1.116    0.720   -1.788    2.433    3.183    5.197    1.454    1.312    0.627    0.806    1.036
22260.0   6 2015   12    43.428575834     1.497019809   251.031100000   -0.281    1.011   -2.424    2.432    3.183    5.197    1.454    1.312    0.626    0.806    1.036
22265.0   6 2015   12    43.428573883     1.497018602   249.922400000   -0.379    0.794   -3.533    2.432    3.184    5.196    1.454    1.312    0.626    0.806    1.036
22270.0   6 2015   12    43.428573109     1.497014998   251.072600000   -0.671    0.708   -2.382    2.431    3.184    5.196    1.454    1.312    0.626    0.806    1.036
22275.0   6 2015   12    43.428571054     1.497017771   251.487200000   -0.446    0.480   -1.968    2.430    3.185    5.195    1.454    1.312    0.626    0.806    1.036
22280.0   6 2015   12    43.428574778     1.497020447   250.801200000   -0.229    0.894   -2.654    2.430    3.186    5.195    1.454    1.312    0.626    0.806    1.036
22285.0   6 2015   12    43.428569739     1.497012893   251.596600000   -0.841    0.334   -1.858    2.429    3.186    5.194    1.454    1.312    0.626    0.806    1.035
22290.0   6 2015   12    43.428573030     1.497008468   251.788300000   -1.200    0.700   -1.667    2.428    3.187    5.194    1.454    1.312    0.626    0.806    1.035
22295.0   6 2015   12    43.428570132     1.497017886   251.293500000   -0.437    0.378   -2.162    2.428    3.187    5.193    1.454    1.312    0.626    0.806    1.035
22300.0   6 2015   12    43.428570418     1.497015922   250.602300000   -0.596    0.409   -2.853    2.427    3.188    5.193    1.453    1.312    0.626    0.806    1.035
22305.0   6 2015   12    43.428574046     1.497016572   251.339500000   -0.543    0.813   -2.115    2.426    3.188    5.192    1.453    1.312    0.626    0.806    1.035
22310.0   6 2015   12    43.428574183     1.497018831   250.484200000   -0.360    0.828   -2.971    2.426    3.189    5.192    1.453    1.312    0.626    0.806    1.035
22315.0   6 2015   12    43.428571941     1.497023280   250.633100000   -0.000    0.579   -2.822    2.425    3.190    5.191    1.453    1.312    0.626    0.806    1.035
22320.0   6 2015   12    43.428568215     1.497030227   249.906400000    0.562    0.165   -3.549    2.424    3.190    5.191    1.453    1.312    0.625    0.806    1.035
22325.0   6 2015   12    43.428574037     1.497023040   249.784300000   -0.019    0.811   -3.671    2.424    3.191    5.190    1.453    1.311    0.625    0.806    1.035
22330.0   6 2015   12    43.428569511     1.497020869   250.094000000   -0.195    0.309   -3.361    2.423    3.191    5.190    1.453    1.311    0.625    0.806    1.035
22335.0   6 2015   12    43.428571936     1.497020866   250.800800000   -0.196    0.578   -2.654    2.422    3.192    5.189    1.453    1.311    0.625    0.806    1.034
22340.0   6 2015   12    43.428574923     1.497020998   250.917400000   -0.185    0.910   -2.538    2.422    3.192    5.189    1.453    1.311    0.625    0.806    1.034
22345.0   6 2015   12    43.428567120     1.497026405   249.537000000    0.253    0.043   -3.918    2.421    3.193    5.188    1.452    1.311    0.625    0.806    1.034
22350.0   6 2015   12    43.428571878     1.497018600   250.895900000   -0.379    0.572   -2.559    2.420    3.194    5.187    1.452    1.311    0.625    0.806    1.034
22355.0   6 2015   12    43.428574095     1.497019016   250.800700000   -0.345    0.818   -2.654    2.420    3.194    5.187    1.452    1.311    0.625    0.806    1.034
22360.0   6 2015   12    43.428572636     1.497017603   250.690900000   -0.460    0.656   -2.764    2.419    3.195    5.186    1.452    1.311    0.625    0.806    1.034
22365.0   6 2015   12    43.428570665     1.497013858   251.591700000   -0.763    0.437   -1.863    2.418    3.195    5.186    1.452    1.311    0.625    0.806    1.034
22370.0   6 2015   12    43.428572267     1.497017027   250.205100000   -0.506    0.615   -3.250    2.418    3.196    5.185    1.452    1.311    0.625    0.806    1.034
22375.0   6 2015   12    43.428572175     1.497017385   250.385500000   -0.477    0.605   -3.070    2.417    3.196    5.184    1.452    1.311    0.625    0.806    1.034
22380.0   6 2015   12    43.428572010     1.497016022   250.947300000   -0.588    0.586   -2.508    2.417    3.197    5.184    1.452    1.310    0.624    0.806    1.034
22385.0   6 2015   12    43.428573900     1.497016136   251.020900000   -0.579    0.796   -2.434    2.416    3.197    5.183    1.452    1.310    0.624    0.806    1.033
22390.0   6 2015   12    43.428575925     1.497015273   250.481400000   -0.648    1.021   -2.974    2.415    3.198    5.183    1.451    1.310    0.624    0.806    1.033
22395.0   6 2015   12    43.428577485     1.497015899   250.848200000   -0.598    1.195   -2.607    2.414    3.199    5.182    1.451    1.310    0.624    0.806    1.033
22400.0   6 2015   12    43.428574417     1.497009676   251.634500000   -1.102    0.854   -1.821    2.414    3.199    5.181    1.451    1.310    0.624    0.806    1.033
22405.0   6 2015   12    43.428572052     1.497019675   250.893300000   -0.292    0.591   -2.562    2.413    3.200    5.181    1.451    1.310    0.624    0.806    1.033
22410.0   6 2015   12    43.428572521     1.497016094   251.803000000   -0.582    0.643   -1.652    2.413    3.200    5.180    1.451    1.310    0.624    0.806    1.033
22415.0   6 2015   12    43.428574680     1.497015587   251.310300000   -0.623    0.883   -2.145    2.412    3.201    5.180    1.451    1.310    0.624    0.806    1.033
22420.0   6 2015   12    43.428568771     1.497014016   251.198700000   -0.750    0.227   -2.256    2.411    3.201    5.179    1.451    1.310    0.624    0.806    1.032
22425.0   6 2015   12    43.428572594     1.497014663   251.463700000   -0.698    0.651   -1.991    2.411    3.202    5.178    1.450    1.310    0.624    0.806    1.032
22430.0   6 2015   12    43.428575650     1.497012435   251.168900000   -0.878    0.991   -2.286    2.410    3.203    5.178    1.450    1.310    0.623    0.806    1.032
22435.0   6 2015   12    43.428567814     1.497016041   251.057900000   -0.586    0.120   -2.397    2.409    3.203    5.177    1.450    1.309    0.623    0.806    1.032
22440.0   6 2015   12    43.428572657     1.497014531   251.925600000   -0.709    0.658   -1.529    2.409    3.204    5.176    1.450    1.309    0.623    0.806    1.032
22445.0   6 2015   12    43.428570921     1.497014214   251.388300000   -0.734    0.465   -2.067    2.408    3.204    5.176    1.450    1.309    0.623    0.806    1.032
22450.0   6 2015   12    43.428577155     1.497014937   251.291900000   -0.676    1.158   -2.163    2.408    3.205    5.175    1.450    1.309    0.623    0.806    1.032
22455.0   6 2015   12    43.428570233     1.497006929   251.733300000   -1.324    0.389   -1.722    2.407    3.205    5.174    1.450    1.309    0.623    0.806    1.032
22460.0   6 2015   12    43.428571980     1.497013287   252.277100000   -0.809    0.583   -1.178    2.406    3.206    5.173    1.450    1.309    0.623    0.806    1.032
22465.0   6 2015   12    43.428570739     1.497014243   251.894400000   -0.732    0.445   -1.561    2.406    3.207    5.173    1.449    1.309    0.623    0.806    1.031
22470.0   6 2015   12    43.428576161     1.497014848   251.406000000   -0.683    1.048   -2.049    2.405    3.207    5.172    1.449    1.309    0.623    0.806    1.031
22475.0   6 2015   12    43.428573988     1.497014672   251.635400000   -0.697    0.806   -1.820    2.404    3.208    5.171    1.449    1.309    0.623    0.806    1.031
22480.0   6 2015   12    43.428573654     1.497009690   252.200500000   -1.101    0.769   -1.254    2.404    3.208    5.171    1.449    1.308    0.622    0.806    1.031
22485.0   6 2015   12    43.428578478     1.497015152   251.311800000   -0.658    1.305   -2.143    2.403    3.209    5.170    1.449    1.308    0.622    0.806    1.031
22490.0   6 2015   12    43.428571092     1.497014424   251.669700000   -0.717    0.484   -1.785    2.402    3.209    5.169    1.449    1.308    0.622    0.806    1.031
22495.0   6 2015   12    43.428576229     1.497011321   251.514300000   -0.969    1.055   -1.941    2.402    3.210    5.168    1.448    1.308    0.622    0.806    1.030
22500.0   6 2015   12    43.428571624     1.497017467   251.455700000   -0.471    0.543   -1.999    2.401    3.210    5.168    1.448    1.308    0.622    0.806    1.030
22505.0   6 2015   12    43.428575102     1.497017338   250.471200000   -0.481    0.930   -2.984    2.401    3.211    5.167    1.448    1.308    0.622    0.806    1.030
22510.0   6 2015   12    43.428572804     1.497012479   250.747400000   -0.875    0.674   -2.708    2.400    3.211    5.166    1.448    1.308    0.622    0.806    1.030
22515.0   6 2015   12    43.428574781     1.497012036   251.069300000   -0.911    0.894   -2.386    2.399    3.212    5.165    1.448    1.308    0.622    0.806    1.030
22520.0   6 2015   12    43.428574619     1.497015520   250.570600000   -0.628    0.876   -2.884    2.399    3.212    5.165    1.448    1.308    0.622    0.806    1.030
22525.0   6 2015   12    43.428579647     1.497007821   251.490800000   -1.252    1.435   -1.964    2.398    3.213    5.164    1.448    1.308    0.621    0.806    1.030
22530.0   6 2015   12    43.428571091     1.497014258   250.142300000   -0.731    0.484   -3.313    2.397    3.213    5.163    1.448    1.307    0.621    0.806    1.030
22535.0   6 2015   12    43.428575869     1.497013432   251.440900000   -0.798    1.015   -2.014    2.397    3.214    5.162    1.447    1.307    0.621    0.806    1.029
22540.0   6 2015   12    43.428571913     1.497012547   250.207900000   -0.869    0.576   -3.247    2.396    3.215    5.162    1.447    1.307    0.621    0.806    1.029
22545.0   6 2015   12    43.428571758     1.497013896   250.531100000   -0.760    0.558   -2.924    2.396    3.215    5.161    1.447    1.307    0.621    0.806    1.029
22550.0   6 2015   12    43.428579076     1.497012046   251.227200000   -0.910    1.371   -2.228    2.395    3.216    5.160    1.447    1.307    0.621    0.806    1.029
22555.0   6 2015   12    43.428571642     1.497014434   250.395600000   -0.716    0.545   -3.059    2.394    3.216    5.159    1.447    1.307    0.621    0.806    1.029
22560.0   6 2015   12    43.428571844     1.497010427   251.729900000   -1.041    0.568   -1.725    2.394    3.217    5.158    1.446    1.307    0.621    0.806    1.028
22565.0   6 2015   12    43.428570612     1.497016691   251.599600000   -0.534    0.431   -1.855    2.393    3.217    5.158    1.446    1.307    0.620    0.806    1.028
22570.0   6 2015   12    43.428570769     1.497010413   250.854700000   -1.042    0.448   -2.600    2.392    3.218    5.157    1.446    1.306    0.620    0.806    1.028
22575.0   6 2015   12    43.428569493     1.497015184   250.778200000   -0.656    0.307   -2.677    2.392    3.218    5.156    1.446    1.306    0.620    0.806    1.028
22580.0   6 2015   12    43.428574132     1.497011922   250.848200000   -0.920    0.822   -2.607    2.391    3.219    5.155    1.446    1.306    0.620    0.806    1.028
22585.0   6 2015   12    43.428572702     1.497012915   251.265100000   -0.839    0.663   -2.190    2.391    3.219    5.154    1.446    1.306    0.620    0.806    1.028
22590.0   6 2015   12    43.428578543     1.497013428   251.933800000   -0.798    1.312   -1.521    2.390    3.220    5.153    1.446    1.306    0.620    0.806    1.028
22595.0   6 2015   12    43.428571873     1.497017849   250.743100000   -0.440    0.571   -2.712    2.389    3.220    5.152    1.445    1.306    0.620    0.806    1.027
22600.0   6 2015   12    43.428572927     1.497012527   251.260700000   -0.871    0.688   -2.194    2.389    3.221    5.152    1.445    1.306    0.620    0.806    1.027
22605.0   6 2015   12    43.428572426     1.497012458   251.216200000   -0.876    0.632   -2.239    2.388    3.221    5.151    1.445    1.306    0.619    0.806    1.027
22610.0   6 2015   12    43.428579003     1.497013112   251.218100000   -0.824    1.363   -2.237    2.388    3.222    5.150    1.445    1.305    0.619    0.806    1.027
22615.0   6 2015   12    43.428573839     1.497012687   250.920900000   -0.858    0.789   -2.534    2.387    3.223    5.149    1.445    1.305    0.619    0.806    1.027
22620.0   6 2015   12    43.428572080     1.497014083   251.052800000   -0.745    0.594   -2.402    2.386    3.223    5.148    1.444    1.305    0.619    0.806    1.026
22625.0   6 2015   12    43.428574346     1.497015490   251.366700000   -0.631    0.846   -2.088    2.386    3.224    5.147    1.444    1.305    0.619    0.806    1.026
22630.0   6 2015   12    43.428574936     1.497018787   250.802600000   -0.364    0.911   -2.652    2.385    3.224    5.146    1.444    1.305    0.619    0.806    1.026
22635.0   6 2015   12    43.428569717     1.497015436   251.293700000   -0.635    0.332   -2.161    2.385    3.225    5.146    1.444    1.305    0.619    0.806    1.026
22640.0   6 2015   12    43.428571913     1.497014828   251.104900000   -0.684    0.576   -2.350    2.384    3.225    5.145    1.444    1.305    0.619    0.806    1.026
22645.0   6 2015   12    43.428572639     1.497015420   251.873900000   -0.636    0.656   -1.581    2.383    3.226    5.144    1.444    1.304    0.618    0.806    1.026
22650.0   6 2015   12    43.428573210     1.497014267   251.575400000   -0.730    0.720   -1.880    2.383    3.226    5.143    1.443    1.304    0.618    0.806    1.026
22655.0   6 2015   12    43.428569125     1.497013649   251.113700000   -0.780    0.266   -2.341    2.382    3.227    5.142    1.443    1.304    0.618    0.806    1.025
22660.0   6 2015   12    43.428571387     1.497011170   251.566600000   -0.981    0.517   -1.888    2.381    3.227    5.141    1.443    1.304    0.618    0.806    1.025
22665.0   6 2015   12    43.428575285     1.497018725   251.051800000   -0.369    0.950   -2.403    2.381    3.228    5.140    1.443    1.304    0.618    0.806    1.025
22670.0   6 2015   12    43.428574505     1.497014343   251.550000000   -0.724    0.864   -1.905    2.380    3.228    5.139    1.443    1.304    0.618    0.806    1.025
22675.0   6 2015   12    43.428570416     1.497013206   251.548800000   -0.816    0.409   -1.906    2.380    3.229    5.138    1.442    1.304    0.618    0.806    1.025
22680.0   6 2015   12    43.428569587     1.497013362   252.096500000   -0.803    0.317   -1.359    2.379    3.229    5.137    1.442    1.304    0.617    0.806    1.024
22685.0   6 2015   12    43.428567023     1.497018395   251.288000000   -0.396    0.032   -2.167    2.378    3.230    5.136    1.442    1.303    0.617    0.806    1.024
22690.0   6 2015   12    43.428571908     1.497018110   251.675900000   -0.419    0.575   -1.779    2.378    3.230    5.135    1.442    1.303    0.617    0.806    1.024
22695.0   6 2015   12    43.428567219     1.497013622   252.548700000   -0.782    0.054   -0.906    2.377    3.231    5.134    1.442    1.303    0.617    0.806    1.024
22700.0   6 2015   12    43.428568191     1.497016955   251.328500000   -0.512    0.162   -2.127    2.377    3.231    5.133    1.442    1.303    0.617    0.806    1.024
22705.0   6 2015   12    43.428569812     1.497016200   251.405200000   -0.573    0.342   -2.050    2.376    3.232    5.132    1.441    1.303    0.617    0.806    1.023
22710.0   6 2015   12    43.428569646     1.497016776   250.778100000   -0.527    0.324   -2.677    2.376    3.232    5.131    1.441    1.303    0.617    0.806    1.023
22715.0   6 2015   12    43.428566023     1.497017058   251.709900000   -0.504   -0.079   -1.745    2.375    3.233    5.130    1.441    1.302    0.616    0.806    1.023
22720.0   6 2015   12    43.428568645     1.497021407   251.252000000   -0.152    0.212   -2.203    2.374    3.233    5.129    1.441    1.302    0.616    0.806    1.023
22725.0   6 2015   12    43.428571159     1.497015256   251.604300000   -0.650    0.492   -1.851    2.374    3.234    5.128    1.441    1.302    0.616    0.806    1.023
22730.0   6 2015   12    43.428567759     1.497019749   250.672100000   -0.286    0.114   -2.783    2.373    3.234    5.127    1.440    1.302    0.616    0.806    1.022
22735.0   6 2015   12    43.428567934     1.497017989   250.212100000   -0.429    0.134   -3.243    2.373    3.235    5.126    1.440    1.302    0.616    0.806    1.022
22740.0   6 2015   12    43.428570680     1.497016204   252.188300000   -0.573    0.439   -1.267    2.372    3.235    5.125    1.440    1.302    0.616    0.806    1.022
22745.0   6 2015   12    43.428567493     1.497014203   251.848000000   -0.735    0.085   -1.607    2.371    3.236    5.124    1.440    1.302    0.616    0.806    1.022
22750.0   6 2015   12    43.428567759     1.497015143   251.471900000   -0.659    0.114   -1.983    2.371    3.236    5.123    1.440    1.301    0.615    0.806    1.022
22755.0   6 2015   12    43.428567356     1.497015492   251.261300000   -0.631    0.069   -2.194    2.370    3.237    5.122    1.439    1.301    0.615    0.806    1.021
22760.0   6 2015   12    43.428570920     1.497013194   251.488800000   -0.817    0.465   -1.966    2.370    3.237    5.121    1.439    1.301    0.615    0.806    1.021
22765.0   6 2015   12    43.428571306     1.497013220   251.512900000   -0.815    0.508   -1.942    2.369    3.238    5.120    1.439    1.301    0.615    0.806    1.021
22770.0   6 2015   12    43.428570296     1.497014364   250.378200000   -0.722    0.396   -3.077    2.368    3.238    5.119    1.439    1.301    0.615    0.806    1.021
22775.0   6 2015   12    43.428571405     1.497012073   251.169600000   -0.908    0.519   -2.285    2.368    3.239    5.118    1.438    1.301    0.615    0.806    1.021
22780.0   6 2015   12    43.428572732     1.497010346   250.949200000   -1.047    0.666   -2.506    2.367    3.239    5.117    1.438    1.300    0.615    0.806    1.020
22785.0   6 2015   12    43.428570795     1.497012482   250.785900000   -0.875    0.451   -2.669    2.367    3.240    5.116    1.438    1.300    0.614    0.806    1.020
22790.0   6 2015   12    43.428571771     1.497012977   250.747200000   -0.834    0.560   -2.708    2.366    3.240    5.114    1.438    1.300    0.614    0.806    1.020
22795.0   6 2015   12    43.428571492     1.497016641   250.684700000   -0.538    0.529   -2.770    2.365    3.241    5.113    1.438    1.300    0.614    0.806    1.020
22800.0   6 2015   12    43.428571188     1.497014975   251.532600000   -0.672    0.495   -1.922    2.365    3.241    5.112    1.437    1.300    0.614    0.806    1.020
22805.0   6 2015   12    43.428572149     1.497013721   251.468400000   -0.774    0.602   -1.987    2.364    3.242    5.111    1.437    1.300    0.614    0.806    1.019
22810.0   6 2015   12    43.428567281     1.497014980   251.347300000   -0.672    0.061   -2.108    2.364    3.242    5.110    1.437    1.299    0.614    0.806    1.019
22815.0   6 2015   12    43.428568059     1.497013151   252.005800000   -0.820    0.147   -1.449    2.363    3.243    5.109    1.437    1.299    0.613    0.806    1.019
22820.0   6 2015   12    43.428570997     1.497017281   251.338900000   -0.486    0.474   -2.116    2.363    3.243    5.108    1.437    1.299    0.613    0.806    1.019
22825.0   6 2015   12    43.428572727     1.497010520   251.085800000   -1.033    0.666   -2.369    2.362    3.244    5.107    1.436    1.299    0.613    0.806    1.018
22830.0   6 2015   12    43.428568799     1.497015640   251.266100000   -0.619    0.230   -2.189    2.361    3.244    5.106    1.436    1.299    0.613    0.806    1.018
22835.0   6 2015   12    43.428573736     1.497014878   251.855300000   -0.680    0.778   -1.600    2.361    3.245    5.104    1.436    1.299    0.613    0.806    1.018
22840.0   6 2015   12    43.428569273     1.497010494   251.709200000   -1.035    0.282   -1.746    2.360    3.245    5.103    1.436    1.298    0.613    0.806    1.018
22845.0   6 2015   12    43.428574543     1.497013897   251.757500000   -0.760    0.868   -1.698    2.360    3.245    5.102    1.435    1.298    0.613    0.806    1.018
22850.0   6 2015   12    43.428572620     1.497010699   251.553500000   -1.019    0.654   -1.901    2.359    3.246    5.101    1.435    1.298    0.612    0.806    1.017
22855.0   6 2015   12    43.428573402     1.497013117   251.367000000   -0.823    0.741   -2.088    2.359    3.247    5.100    1.435    1.298    0.612    0.806    1.017
22860.0   6 2015   12    43.428568809     1.497017673   251.041900000   -0.454    0.231   -2.413    2.358    3.247    5.099    1.435    1.298    0.612    0.806    1.017
22865.0   6 2015   12    43.428566275     1.497014571   251.417300000   -0.705   -0.051   -2.038    2.357    3.247    5.098    1.435    1.298    0.612    0.806    1.017
22870.0   6 2015   12    43.428572949     1.497013555   252.071300000   -0.788    0.691   -1.384    2.357    3.248    5.096    1.434    1.297    0.612    0.806    1.016
