#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
60265.0   6 2015    9    43.428577208     1.497015892   249.296200000   -0.598    1.164   -4.159    2.654    3.595    5.732    1.615    1.454    0.703    0.893    1.147
60270.0   6 2015    9    43.428577976     1.497020351   248.530000000   -0.237    1.249   -4.925    2.655    3.594    5.731    1.614    1.453    0.703    0.893    1.147
60275.0   6 2015    8    43.428573970     1.497008871   250.343500000   -1.167    0.804   -3.111    3.161    3.625    7.021    1.925    1.702    0.898    0.967    1.401
60280.0   6 2015    8    43.428573249     1.497009195   249.812800000   -1.141    0.724   -3.642    3.160    3.624    7.018    1.924    1.702    0.898    0.966    1.400
60285.0   6 2015    8    43.428574516     1.497011927   249.762200000   -0.919    0.865   -3.693    3.160    3.623    7.015    1.923    1.701    0.897    0.966    1.400
60290.0   6 2015    8    43.428574294     1.497009906   249.765100000   -1.083    0.840   -3.690    3.160    3.622    7.012    1.922    1.700    0.897    0.966    1.399
60295.0   6 2015    8    43.428576901     1.497011733   249.652400000   -0.935    1.130   -3.803    3.159    3.621    7.009    1.921    1.700    0.896    0.966    1.399
60300.0   6 2015    8    43.428575533     1.497013792   248.212400000   -0.768    0.978   -5.243    3.159    3.620    7.006    1.921    1.699    0.896    0.966    1.398
60305.0   6 2015    8    43.428570426     1.497011170   250.474600000   -0.981    0.410   -2.981    3.159    3.619    7.003    1.920    1.698    0.895    0.965    1.397
60310.0   6 2015    8    43.428578094     1.497016195   249.938000000   -0.574    1.262   -3.517    3.159    3.618    7.000    1.919    1.698    0.895    0.965    1.397
60315.0   6 2015    8    43.428573220     1.497013860   249.934600000   -0.763    0.721   -3.520    3.159    3.617    6.997    1.919    1.697    0.894    0.965    1.396
60320.0   6 2015    8    43.428577330     1.497006180   248.567600000   -1.385    1.177   -4.887    3.158    3.616    6.995    1.918    1.697    0.894    0.965    1.396
60325.0   6 2015    8    43.428573218     1.497010746   249.077600000   -1.015    0.721   -4.377    3.158    3.615    6.992    1.917    1.696    0.893    0.965    1.395
60330.0   6 2015    8    43.428575774     1.497013167   249.063100000   -0.819    1.004   -4.392    3.158    3.614    6.989    1.916    1.696    0.893    0.964    1.395
60335.0   6 2015    8    43.428576768     1.497010485   249.376900000   -1.036    1.115   -4.078    3.158    3.612    6.986    1.915    1.695    0.892    0.964    1.394
60340.0   6 2015    8    43.428574125     1.497014922   249.188800000   -0.677    0.821   -4.266    3.157    3.611    6.983    1.915    1.694    0.892    0.964    1.393
60345.0   6 2015    8    43.428573748     1.497012571   248.395700000   -0.867    0.779   -5.059    3.157    3.611    6.980    1.914    1.694    0.891    0.964    1.393
60350.0   6 2015    8    43.428576818     1.497013842   248.542500000   -0.764    1.121   -4.912    3.157    3.609    6.977    1.913    1.693    0.891    0.964    1.392
60355.0   6 2015    8    43.428577512     1.497011483   249.161900000   -0.955    1.198   -4.293    3.156    3.608    6.974    1.912    1.692    0.890    0.963    1.392
60360.0   6 2015    8    43.428577054     1.497013340   248.747200000   -0.805    1.147   -4.708    3.156    3.607    6.971    1.912    1.692    0.890    0.963    1.391
60365.0   6 2015    8    43.428576065     1.497011762   248.941200000   -0.933    1.037   -4.514    3.156    3.606    6.968    1.911    1.691    0.889    0.963    1.390
60370.0   6 2015    8    43.428576050     1.497013936   248.949500000   -0.757    1.035   -4.505    3.156    3.605    6.965    1.910    1.691    0.889    0.963    1.390
60375.0   6 2015    8    43.428575999     1.497011148   248.715800000   -0.982    1.030   -4.739    3.156    3.604    6.962    1.909    1.690    0.888    0.963    1.389
60380.0   6 2015    8    43.428576412     1.497010331   248.515300000   -1.049    1.075   -4.940    3.155    3.603    6.959    1.909    1.690    0.888    0.962    1.389
60385.0   6 2015    8    43.428577454     1.497008087   249.095400000   -1.230    1.191   -4.360    3.155    3.602    6.956    1.908    1.689    0.887    0.962    1.388
60390.0   6 2015    8    43.428575252     1.497012548   248.551200000   -0.869    0.947   -4.904    3.155    3.601    6.953    1.907    1.688    0.887    0.962    1.387
60395.0   6 2015    8    43.428578546     1.497009291   248.834600000   -1.133    1.312   -4.620    3.155    3.600    6.950    1.906    1.688    0.886    0.962    1.387
60400.0   6 2015    8    43.428578685     1.497011703   248.804000000   -0.938    1.328   -4.651    3.155    3.599    6.947    1.906    1.687    0.886    0.962    1.386
60405.0   6 2015    8    43.428581091     1.497007506   248.474500000   -1.277    1.595   -4.981    3.154    3.598    6.944    1.905    1.687    0.885    0.961    1.386
60410.0   6 2015    8    43.428581625     1.497008661   249.362100000   -1.184    1.655   -4.093    3.154    3.597    6.941    1.904    1.686    0.885    0.961    1.385
60415.0   6 2015    8    43.428578748     1.497013248   249.945700000   -0.812    1.335   -3.509    3.154    3.596    6.938    1.903    1.685    0.884    0.961    1.385
60420.0   6 2015    8    43.428578559     1.497011511   250.163900000   -0.953    1.314   -3.291    3.154    3.595    6.934    1.903    1.685    0.884    0.961    1.384
60425.0   6 2015    8    43.428574995     1.497012805   249.730600000   -0.848    0.918   -3.724    3.154    3.594    6.931    1.902    1.684    0.883    0.961    1.383
60430.0   6 2015    8    43.428578914     1.497009501   249.795200000   -1.116    1.353   -3.660    3.153    3.593    6.928    1.901    1.683    0.883    0.961    1.383
60435.0   6 2015    8    43.428579428     1.497013608   249.838100000   -0.783    1.411   -3.617    3.153    3.592    6.925    1.900    1.683    0.882    0.960    1.382
60440.0   6 2015    8    43.428579122     1.497013236   249.883100000   -0.813    1.377   -3.572    3.153    3.591    6.922    1.899    1.682    0.882    0.960    1.381
60445.0   6 2015    8    43.428578061     1.497008278   249.499700000   -1.215    1.259   -3.955    3.153    3.590    6.919    1.899    1.682    0.881    0.960    1.381
60450.0   6 2015    8    43.428577230     1.497016146   249.833800000   -0.578    1.166   -3.621    3.152    3.589    6.916    1.898    1.681    0.881    0.960    1.380
60455.0   6 2015    8    43.428576363     1.497004046   249.416900000   -1.558    1.070   -4.038    3.152    3.588    6.913    1.897    1.681    0.880    0.960    1.380
60460.0   6 2015    8    43.428578270     1.497014880   249.962900000   -0.680    1.282   -3.492    3.152    3.587    6.910    1.897    1.680    0.880    0.959    1.379
60465.0   6 2015    8    43.428579200     1.497013136   249.983900000   -0.822    1.385   -3.471    3.152    3.586    6.907    1.896    1.679    0.879    0.959    1.378
60470.0   6 2015    8    43.428581828     1.497014261   249.521000000   -0.730    1.677   -3.934    3.152    3.585    6.904    1.895    1.679    0.879    0.959    1.378
60475.0   6 2015    8    43.428582682     1.497014829   248.569600000   -0.684    1.772   -4.885    3.152    3.584    6.901    1.894    1.678    0.878    0.959    1.377
60480.0   6 2015    8    43.428580491     1.497008478   248.778400000   -1.199    1.529   -4.677    3.151    3.583    6.897    1.893    1.677    0.878    0.959    1.377
60485.0   6 2015    8    43.428575367     1.497014096   249.853800000   -0.744    0.959   -3.601    3.151    3.583    6.894    1.893    1.677    0.878    0.958    1.376
60490.0   6 2015    8    43.428586003     1.497014621   249.321900000   -0.701    2.141   -4.133    3.151    3.582    6.891    1.892    1.676    0.877    0.958    1.375
60495.0   6 2015    8    43.428581565     1.497018031   249.549300000   -0.425    1.648   -3.906    3.151    3.581    6.888    1.891    1.676    0.877    0.958    1.375
60500.0   6 2015    8    43.428574718     1.497012366   249.139300000   -0.884    0.887   -4.316    3.151    3.580    6.885    1.890    1.675    0.876    0.958    1.374
60505.0   6 2015    8    43.428580288     1.497014797   249.621100000   -0.687    1.506   -3.834    3.151    3.579    6.882    1.890    1.675    0.876    0.958    1.373
60510.0   6 2015    8    43.428580617     1.497017691   248.763600000   -0.453    1.543   -4.691    3.151    3.578    6.879    1.889    1.674    0.875    0.958    1.373
60515.0   6 2015    8    43.428580982     1.497014076   249.009800000   -0.745    1.583   -4.445    3.150    3.577    6.876    1.888    1.673    0.875    0.957    1.372
60520.0   6 2015    8    43.428579571     1.497015244   249.240600000   -0.651    1.426   -4.215    3.150    3.576    6.873    1.887    1.673    0.874    0.957    1.372
60525.0   6 2015    8    43.428577368     1.497012744   248.613600000   -0.853    1.182   -4.841    3.150    3.575    6.869    1.887    1.672    0.874    0.957    1.371
60530.0   6 2015    8    43.428581673     1.497013611   248.400100000   -0.783    1.660   -5.055    3.150    3.574    6.866    1.886    1.671    0.873    0.957    1.371
60535.0   6 2015    8    43.428581166     1.497012599   249.063800000   -0.865    1.604   -4.391    3.150    3.573    6.863    1.885    1.671    0.873    0.957    1.370
60540.0   6 2015    8    43.428577190     1.497015479   248.596100000   -0.632    1.162   -4.859    3.150    3.572    6.860    1.884    1.670    0.872    0.957    1.369
60545.0   6 2015    8    43.428576550     1.497012718   248.760200000   -0.855    1.091   -4.695    3.150    3.571    6.857    1.883    1.670    0.872    0.956    1.369
60550.0   6 2015    8    43.428580660     1.497012161   247.849300000   -0.900    1.547   -5.606    3.149    3.570    6.854    1.883    1.669    0.871    0.956    1.368
60555.0   6 2015    8    43.428579408     1.497014049   248.578200000   -0.748    1.408   -4.877    3.149    3.569    6.851    1.882    1.668    0.871    0.956    1.367
60560.0   6 2015    8    43.428580273     1.497014166   248.707200000   -0.738    1.504   -4.748    3.149    3.568    6.847    1.881    1.668    0.870    0.956    1.367
60565.0   6 2015    8    43.428581730     1.497015066   248.937400000   -0.665    1.666   -4.518    3.149    3.568    6.844    1.880    1.667    0.870    0.956    1.366
60570.0   6 2015    8    43.428578793     1.497016988   248.734000000   -0.510    1.340   -4.721    3.149    3.567    6.841    1.880    1.667    0.869    0.956    1.365
60575.0   6 2015    8    43.428578149     1.497016610   249.127500000   -0.540    1.268   -4.327    3.149    3.566    6.838    1.879    1.666    0.869    0.955    1.365
60580.0   6 2015    8    43.428582620     1.497016505   248.645600000   -0.549    1.765   -4.809    3.149    3.565    6.835    1.878    1.665    0.868    0.955    1.364
60585.0   6 2015    8    43.428581533     1.497017831   248.339800000   -0.441    1.644   -5.115    3.148    3.564    6.832    1.877    1.665    0.868    0.955    1.364
60590.0   6 2015    8    43.428579816     1.497015749   248.741100000   -0.610    1.454   -4.714    3.148    3.563    6.828    1.877    1.664    0.867    0.955    1.363
60595.0   6 2015    8    43.428576158     1.497018290   249.220300000   -0.404    1.047   -4.235    3.148    3.562    6.825    1.876    1.663    0.867    0.955    1.362
60600.0   6 2015    8    43.428579250     1.497020255   249.017000000   -0.245    1.391   -4.438    3.148    3.561    6.822    1.875    1.663    0.866    0.955    1.362
60605.0   6 2015    8    43.428580124     1.497013240   249.397400000   -0.813    1.488   -4.058    3.148    3.560    6.819    1.874    1.662    0.866    0.954    1.361
60610.0   6 2015    8    43.428577310     1.497018205   249.546000000   -0.411    1.175   -3.909    3.148    3.559    6.816    1.873    1.662    0.865    0.954    1.361
60615.0   6 2015    8    43.428579805     1.497013805   249.388200000   -0.767    1.452   -4.067    3.148    3.558    6.812    1.873    1.661    0.865    0.954    1.360
60620.0   6 2015    8    43.428577108     1.497015426   249.638300000   -0.636    1.153   -3.817    3.148    3.558    6.809    1.872    1.661    0.864    0.954    1.359
60625.0   6 2015    8    43.428577236     1.497011843   249.604400000   -0.926    1.167   -3.851    3.148    3.557    6.806    1.871    1.660    0.864    0.954    1.359
60630.0   6 2015    8    43.428576845     1.497010776   250.207300000   -1.013    1.123   -3.248    3.147    3.556    6.803    1.870    1.659    0.863    0.954    1.358
60635.0   6 2015    8    43.428578963     1.497009882   249.870800000   -1.085    1.359   -3.584    3.147    3.555    6.800    1.870    1.659    0.863    0.953    1.357
60640.0   6 2015    8    43.428574557     1.497012419   250.443700000   -0.879    0.869   -3.011    3.147    3.554    6.797    1.869    1.658    0.862    0.953    1.357
60645.0   6 2015    8    43.428576700     1.497009418   250.278200000   -1.123    1.107   -3.177    3.147    3.553    6.793    1.868    1.657    0.862    0.953    1.356
60650.0   6 2015    8    43.428575762     1.497011515   250.200300000   -0.953    1.003   -3.255    3.147    3.552    6.790    1.867    1.657    0.861    0.953    1.355
60655.0   6 2015    8    43.428579384     1.497011417   250.494600000   -0.961    1.406   -2.960    3.147    3.551    6.787    1.867    1.656    0.861    0.953    1.355
60660.0   6 2015    8    43.428579951     1.497010124   250.221300000   -1.065    1.469   -3.234    3.147    3.551    6.784    1.866    1.656    0.860    0.953    1.354
60665.0   6 2015    8    43.428578510     1.497013423   249.676500000   -0.798    1.308   -3.779    3.147    3.550    6.781    1.865    1.655    0.860    0.952    1.353
60670.0   6 2015    8    43.428579049     1.497014849   249.643700000   -0.683    1.368   -3.811    3.147    3.549    6.777    1.864    1.655    0.859    0.952    1.353
60675.0   6 2015    8    43.428578641     1.497013147   250.058800000   -0.821    1.323   -3.396    3.147    3.548    6.774    1.863    1.654    0.859    0.952    1.352
60680.0   6 2015    8    43.428576693     1.497016033   249.293900000   -0.587    1.107   -4.161    3.147    3.547    6.771    1.863    1.653    0.858    0.952    1.352
60685.0   6 2015    8    43.428576895     1.497016301   249.778500000   -0.565    1.129   -3.676    3.147    3.546    6.768    1.862    1.653    0.858    0.952    1.351
60690.0   6 2015    8    43.428577109     1.497016643   248.932200000   -0.537    1.153   -4.523    3.147    3.546    6.764    1.861    1.652    0.857    0.952    1.350
60695.0   6 2015    8    43.428574898     1.497016212   249.997800000   -0.572    0.907   -3.457    3.147    3.545    6.761    1.860    1.651    0.857    0.952    1.350
60700.0   6 2015    8    43.428574191     1.497016081   249.609400000   -0.583    0.829   -3.846    3.147    3.544    6.758    1.860    1.651    0.856    0.951    1.349
60705.0   6 2015    8    43.428576740     1.497015623   249.480600000   -0.620    1.112   -3.974    3.147    3.543    6.755    1.859    1.650    0.856    0.951    1.349
60710.0   6 2015    8    43.428578876     1.497016366   249.607300000   -0.560    1.349   -3.848    3.146    3.542    6.752    1.858    1.650    0.855    0.951    1.348
60715.0   6 2015    8    43.428574589     1.497017352   248.790000000   -0.480    0.873   -4.665    3.146    3.541    6.748    1.857    1.649    0.855    0.951    1.347
60720.0   6 2015    8    43.428575488     1.497018774   249.747300000   -0.365    0.973   -3.708    3.146    3.541    6.745    1.857    1.648    0.854    0.951    1.347
60725.0   6 2015    7    43.428572787     1.497024004   248.361600000    0.059    0.673   -5.093    3.416    3.728    6.827    1.901    1.699    0.854    1.013    1.364
60730.0   6 2015    8    43.428573534     1.497016383   249.160900000   -0.558    0.756   -4.294    3.146    3.539    6.739    1.855    1.647    0.853    0.951    1.345
60735.0   6 2015    8    43.428577051     1.497014934   250.020300000   -0.676    1.146   -3.435    3.146    3.538    6.735    1.854    1.647    0.853    0.950    1.345
60740.0   6 2015    8    43.428575714     1.497016304   249.054900000   -0.565    0.998   -4.400    3.146    3.537    6.732    1.853    1.646    0.852    0.950    1.344
60745.0   6 2015    8    43.428577800     1.497017444   248.384500000   -0.473    1.230   -5.071    3.146    3.536    6.729    1.853    1.645    0.852    0.950    1.343
60750.0   6 2015    8    43.428577299     1.497017665   249.580000000   -0.455    1.174   -3.875    3.146    3.535    6.726    1.852    1.645    0.851    0.950    1.343
60755.0   6 2015    9    43.428572103     1.497015911   249.481600000   -0.597    0.597   -3.974    3.111    2.944    5.843    1.605    1.449    0.691    0.862    1.165
60760.0   6 2015    9    43.428573061     1.497015618   249.591100000   -0.621    0.703   -3.864    3.110    2.943    5.841    1.605    1.449    0.691    0.862    1.165
60765.0   6 2015    9    43.428579476     1.497015059   248.649300000   -0.666    1.416   -4.806    3.110    2.943    5.840    1.605    1.448    0.691    0.861    1.164
60770.0   6 2015    8    43.428575656     1.497016516   249.527000000   -0.548    0.991   -3.928    3.146    3.532    6.713    1.849    1.642    0.849    0.949    1.340
60775.0   6 2015    8    43.428574822     1.497018459   248.715700000   -0.390    0.899   -4.739    3.146    3.531    6.710    1.848    1.642    0.849    0.949    1.339
60780.0   6 2015    8    43.428578626     1.497017732   248.929700000   -0.449    1.321   -4.525    3.146    3.531    6.706    1.847    1.641    0.848    0.949    1.339
60785.0   6 2015    8    43.428577321     1.497016282   248.875600000   -0.567    1.176   -4.579    3.146    3.530    6.703    1.847    1.641    0.848    0.949    1.338
60790.0   6 2015    8    43.428575473     1.497016695   248.515200000   -0.533    0.971   -4.940    3.146    3.529    6.700    1.846    1.640    0.847    0.949    1.338
60795.0   6 2015    8    43.428575418     1.497016137   249.761500000   -0.579    0.965   -3.693    3.146    3.528    6.696    1.845    1.639    0.847    0.949    1.337
60800.0   6 2015    8    43.428575227     1.497011650   249.995500000   -0.942    0.944   -3.459    3.146    3.527    6.693    1.844    1.639    0.846    0.949    1.336
60805.0   6 2015    8    43.428576541     1.497015162   249.737400000   -0.657    1.090   -3.718    3.146    3.527    6.690    1.844    1.638    0.846    0.949    1.336
60810.0   6 2015    8    43.428579457     1.497015105   250.081100000   -0.662    1.414   -3.374    3.146    3.526    6.687    1.843    1.638    0.845    0.948    1.335
60815.0   6 2015    8    43.428577758     1.497014767   249.173400000   -0.690    1.225   -4.282    3.146    3.525    6.683    1.842    1.637    0.845    0.948    1.334
60820.0   6 2015    8    43.428575744     1.497010464   249.501500000   -1.038    1.001   -3.954    3.146    3.524    6.680    1.841    1.636    0.844    0.948    1.334
60825.0   6 2015    8    43.428576485     1.497014316   249.339400000   -0.726    1.083   -4.116    3.146    3.524    6.677    1.841    1.636    0.844    0.948    1.333
60830.0   6 2015    9    43.428576987     1.497014093   250.835500000   -0.744    1.139   -2.619    3.103    2.937    5.817    1.599    1.444    0.687    0.860    1.160
60835.0   6 2015    9    43.428567697     1.497017559   251.177600000   -0.463    0.107   -2.277    3.103    2.937    5.815    1.598    1.443    0.687    0.860    1.159
60840.0   6 2015    9    43.428574352     1.497015758   250.857700000   -0.609    0.847   -2.597    3.103    2.936    5.813    1.598    1.443    0.686    0.859    1.159
60845.0   6 2015    9    43.428575105     1.497013924   249.009100000   -0.758    0.930   -4.446    3.102    2.936    5.812    1.597    1.442    0.686    0.859    1.159
60850.0   6 2015    9    43.428569048     1.497015367   250.579500000   -0.641    0.257   -2.876    3.102    2.935    5.810    1.597    1.442    0.686    0.859    1.158
60855.0   6 2015    9    43.428577992     1.497015809   249.862500000   -0.605    1.251   -3.592    3.101    2.935    5.808    1.596    1.442    0.686    0.859    1.158
60860.0   6 2015    9    43.428572791     1.497020652   250.313900000   -0.213    0.673   -3.141    3.101    2.934    5.806    1.596    1.441    0.685    0.859    1.158
60865.0   6 2015    9    43.428577193     1.497015370   250.080600000   -0.641    1.162   -3.374    3.100    2.934    5.804    1.595    1.441    0.685    0.859    1.157
60870.0   6 2015    9    43.428576656     1.497017877   250.425800000   -0.438    1.103   -3.029    3.100    2.934    5.803    1.595    1.441    0.685    0.859    1.157
60875.0   6 2015    9    43.428578878     1.497016897   250.297100000   -0.517    1.349   -3.158    3.099    2.933    5.801    1.595    1.440    0.684    0.858    1.157
60880.0   6 2015    9    43.428574972     1.497019070   250.204700000   -0.341    0.915   -3.250    3.099    2.933    5.799    1.594    1.440    0.684    0.858    1.156
60885.0   6 2015    9    43.428571734     1.497021396   250.461100000   -0.153    0.556   -2.994    3.098    2.932    5.797    1.594    1.440    0.684    0.858    1.156
60890.0   6 2015    9    43.428572090     1.497019580   249.770400000   -0.300    0.595   -3.685    3.098    2.932    5.795    1.593    1.439    0.683    0.858    1.155
60895.0   6 2015    9    43.428576724     1.497016541   250.581600000   -0.546    1.110   -2.873    3.097    2.932    5.793    1.593    1.439    0.683    0.858    1.155
60900.0   6 2015    9    43.428574595     1.497018678   250.936700000   -0.373    0.874   -2.518    3.097    2.931    5.792    1.592    1.438    0.683    0.858    1.155
60905.0   6 2015    9    43.428572219     1.497020318   250.978400000   -0.240    0.610   -2.477    3.096    2.931    5.790    1.592    1.438    0.683    0.858    1.154
60910.0   6 2015    9    43.428569293     1.497021136   251.386600000   -0.174    0.284   -2.068    3.096    2.930    5.788    1.591    1.438    0.682    0.858    1.154
60915.0   6 2015    9    43.428585830     1.497018090   248.833600000   -0.420    2.122   -4.621    3.096    2.930    5.786    1.591    1.437    0.682    0.857    1.154
60920.0   6 2015    9    43.428582203     1.497019510   249.922800000   -0.305    1.719   -3.532    3.095    2.929    5.784    1.590    1.437    0.682    0.857    1.153
60925.0   6 2015    9    43.428572849     1.497014801   250.788400000   -0.687    0.679   -2.667    3.095    2.929    5.782    1.590    1.437    0.681    0.857    1.153
60930.0   6 2015    9    43.428577578     1.497023959   250.211200000    0.055    1.205   -3.244    3.094    2.929    5.781    1.589    1.436    0.681    0.857    1.153
60935.0   6 2015    9    43.428575393     1.497015256   249.976300000   -0.650    0.962   -3.479    3.094    2.928    5.779    1.589    1.436    0.681    0.857    1.152
60940.0   6 2015    9    43.428575356     1.497014936   250.369800000   -0.676    0.958   -3.085    3.093    2.928    5.777    1.589    1.435    0.680    0.857    1.152
60945.0   6 2015    9    43.428573624     1.497016900   250.681000000   -0.517    0.766   -2.774    3.093    2.927    5.775    1.588    1.435    0.680    0.857    1.151
60950.0   6 2015    9    43.428576350     1.497014945   250.466900000   -0.675    1.069   -2.988    3.092    2.927    5.773    1.588    1.435    0.680    0.856    1.151
60955.0   6 2015    9    43.428570719     1.497012921   251.119900000   -0.839    0.443   -2.335    3.092    2.926    5.771    1.587    1.434    0.680    0.856    1.151
60960.0   6 2015    9    43.428582445     1.497017684   249.789600000   -0.453    1.746   -3.665    3.091    2.926    5.769    1.587    1.434    0.679    0.856    1.150
60965.0   6 2015    9    43.428567393     1.497024411   251.894400000    0.091    0.073   -1.561    3.091    2.926    5.767    1.586    1.433    0.679    0.856    1.150
60970.0   6 2015    9    43.428578109     1.497012489   248.679500000   -0.874    1.264   -4.776    3.090    2.925    5.766    1.586    1.433    0.679    0.856    1.149
60975.0   6 2015    9    43.428574593     1.497013123   250.253200000   -0.823    0.873   -3.202    3.090    2.925    5.764    1.585    1.433    0.678    0.856    1.149
60980.0   6 2015    9    43.428573052     1.497014874   250.636700000   -0.681    0.702   -2.818    3.090    2.924    5.762    1.585    1.432    0.678    0.856    1.149
60985.0   6 2015    9    43.428574548     1.497018649   251.260200000   -0.375    0.868   -2.195    3.089    2.924    5.760    1.584    1.432    0.678    0.856    1.148
60990.0   6 2015    9    43.428579237     1.497017340   249.791200000   -0.481    1.389   -3.664    3.089    2.924    5.758    1.584    1.432    0.677    0.855    1.148
60995.0   6 2015    9    43.428577505     1.497021430   249.861400000   -0.150    1.197   -3.594    3.088    2.923    5.756    1.583    1.431    0.677    0.855    1.148
61000.0   6 2015    9    43.428568783     1.497018491   250.824200000   -0.388    0.228   -2.631    3.088    2.923    5.754    1.583    1.431    0.677    0.855    1.147
61005.0   6 2015    9    43.428577427     1.497013364   250.311400000   -0.803    1.188   -3.144    3.087    2.922    5.752    1.582    1.431    0.677    0.855    1.147
61010.0   6 2015    9    43.428574016     1.497018282   249.789000000   -0.405    0.809   -3.666    3.087    2.922    5.750    1.582    1.430    0.676    0.855    1.147
61015.0   6 2015    9    43.428574327     1.497022817   250.907800000   -0.038    0.844   -2.547    3.086    2.922    5.748    1.581    1.430    0.676    0.855    1.146
61020.0   6 2015    9    43.428573096     1.497017914   250.123900000   -0.435    0.707   -3.331    3.086    2.921    5.746    1.581    1.429    0.676    0.855    1.146
61025.0   6 2015    9    43.428573656     1.497021445   250.137900000   -0.149    0.769   -3.317    3.085    2.921    5.744    1.581    1.429    0.675    0.854    1.145
61030.0   6 2015    9    43.428571216     1.497022314   249.959400000   -0.078    0.498   -3.496    3.085    2.921    5.742    1.580    1.429    0.675    0.854    1.145
61035.0   6 2015    9    43.428576102     1.497022886   249.716100000   -0.032    1.041   -3.739    3.084    2.920    5.740    1.580    1.428    0.675    0.854    1.145
61040.0   6 2015    9    43.428576292     1.497024644   250.582600000    0.110    1.062   -2.872    3.084    2.920    5.739    1.579    1.428    0.674    0.854    1.144
61045.0   6 2015    9    43.428572778     1.497022761   250.737100000   -0.042    0.672   -2.718    3.083    2.919    5.737    1.579    1.427    0.674    0.854    1.144
61050.0   6 2015    9    43.428569939     1.497017730   250.063800000   -0.450    0.356   -3.391    3.083    2.919    5.735    1.578    1.427    0.674    0.854    1.143
61055.0   6 2015    9    43.428579785     1.497024475   249.328600000    0.097    1.450   -4.126    3.083    2.918    5.733    1.578    1.427    0.673    0.854    1.143
61060.0   6 2015    9    43.428582957     1.497022784   249.528700000   -0.040    1.803   -3.926    3.082    2.918    5.731    1.577    1.426    0.673    0.854    1.143
61065.0   6 2015    9    43.428571548     1.497020264   250.039800000   -0.244    0.535   -3.415    3.082    2.918    5.729    1.577    1.426    0.673    0.853    1.142
61070.0   6 2015    8    43.428584160     1.497021797   249.302100000   -0.120    1.936   -4.153    3.258    3.840    6.705    1.883    1.677    0.856    1.009    1.340
61075.0   6 2015    8    43.428578447     1.497021262   250.617100000   -0.164    1.302   -2.838    3.258    3.840    6.704    1.882    1.677    0.855    1.008    1.340
61080.0   6 2015    8    43.428572761     1.497025721   252.128200000    0.198    0.670   -1.327    3.257    3.839    6.703    1.882    1.677    0.855    1.008    1.340
61085.0   6 2015    7    43.428574261     1.497019362   248.868400000   -0.317    0.836   -4.587    3.390    4.071    7.827    2.163    1.890    1.051    1.058    1.567
61090.0   6 2015    8    43.428573504     1.497017817   249.935700000   -0.443    0.752   -3.519    3.256    3.837    6.701    1.881    1.676    0.855    1.008    1.339
61095.0   6 2015    7    43.428576445     1.497020519   249.455000000   -0.224    1.079   -4.000    3.391    4.068    7.824    2.162    1.890    1.050    1.058    1.566
61100.0   6 2015    7    43.428576647     1.497019424   249.478700000   -0.312    1.102   -3.976    3.392    4.067    7.823    2.162    1.889    1.050    1.058    1.566
61105.0   6 2015    7    43.428577503     1.497020842   250.039100000   -0.198    1.197   -3.416    3.393    4.066    7.822    2.161    1.889    1.050    1.058    1.565
61110.0   6 2015    7    43.428580010     1.497021621   249.951700000   -0.134    1.475   -3.503    3.393    4.064    7.820    2.161    1.889    1.050    1.057    1.565
61115.0   6 2015    7    43.428579100     1.497021372   251.359900000   -0.155    1.374   -2.095    3.394    4.063    7.819    2.161    1.888    1.050    1.057    1.565
61120.0   6 2015    7    43.428573348     1.497019580   250.043700000   -0.300    0.735   -3.411    3.394    4.062    7.817    2.160    1.888    1.050    1.057    1.565
61125.0   6 2015    8    43.428573875     1.497021017   250.545000000   -0.183    0.793   -2.910    3.253    3.830    6.693    1.879    1.674    0.854    1.006    1.338
61130.0   6 2015    8    43.428569780     1.497021591   252.354000000   -0.137    0.339   -1.101    3.253    3.829    6.692    1.879    1.674    0.853    1.006    1.337
61135.0   6 2015    8    43.428577090     1.497017756   250.932200000   -0.447    1.151   -2.523    3.252    3.829    6.691    1.878    1.673    0.853    1.006    1.337
61140.0   6 2015    8    43.428573923     1.497021321   249.832400000   -0.159    0.799   -3.623    3.252    3.828    6.690    1.878    1.673    0.853    1.006    1.337
61145.0   6 2015    8    43.428580671     1.497018026   251.121700000   -0.425    1.548   -2.333    3.251    3.827    6.689    1.877    1.673    0.853    1.005    1.337
61150.0   6 2015    8    43.428576804     1.497019705   251.132700000   -0.290    1.119   -2.322    3.251    3.826    6.687    1.877    1.672    0.853    1.005    1.337
61155.0   6 2015    8    43.428580307     1.497015101   251.084300000   -0.662    1.508   -2.371    3.250    3.825    6.686    1.877    1.672    0.852    1.005    1.336
61160.0   6 2015    8    43.428581936     1.497020760   251.146800000   -0.204    1.689   -2.308    3.250    3.824    6.685    1.876    1.672    0.852    1.005    1.336
61165.0   6 2015    8    43.428580702     1.497019310   251.064200000   -0.322    1.552   -2.391    3.249    3.823    6.684    1.876    1.671    0.852    1.005    1.336
61170.0   6 2015    8    43.428580077     1.497013500   251.692500000   -0.792    1.482   -1.762    3.249    3.822    6.682    1.876    1.671    0.852    1.004    1.336
